source,target,amount
8486,7158,1.0
6553,7158,1.0
861,7158,1.0
732,7158,1.0
7152,7158,1.0
6788,7159,1.0
5386,7159,1.0
2909,7159,1.0
2883,7159,1.0
1398,7159,1.0
1983,7160,1.0
7703,7160,1.0
3246,7160,1.0
3847,7160,1.0
5696,7160,1.0
3848,7161,1.0
7834,7161,1.0
1662,7161,1.0
8662,7161,1.0
7202,7161,1.0
7416,7162,1.0
4659,7162,1.0
8585,7162,1.0
8071,7162,1.0
6022,7162,1.0
7234,7163,1.0
3280,7163,1.0
1971,7163,1.0
1896,7163,1.0
909,7163,1.0
2384,7164,1.0
8085,7164,1.0
1900,7164,1.0
1764,7164,1.0
3387,7164,1.0
3470,7165,1.0
5839,7165,1.0
7754,7165,1.0
8091,7165,1.0
5414,7165,1.0
5625,7166,1.0
6761,7166,1.0
8446,7166,1.0
1355,7166,1.0
8509,7166,1.0
6904,7167,1.0
1640,7167,1.0
6212,7167,1.0
3155,7167,1.0
5467,7167,1.0
8198,7168,1.0
4254,7168,1.0
2128,7168,1.0
6722,7168,1.0
8751,7168,1.0
7771,7169,1.0
5918,7169,1.0
2972,7169,1.0
2440,7169,1.0
1391,7169,1.0
879,7170,1.0
6265,7170,1.0
7828,7170,1.0
6398,7170,1.0
827,7170,1.0
5831,7171,1.0
7023,7171,1.0
5622,7171,1.0
2364,7171,1.0
6777,7171,1.0
4037,7172,1.0
1580,7172,1.0
2920,7172,1.0
3443,7172,1.0
907,7172,1.0
2533,7173,1.0
7890,7173,1.0
111,7173,1.0
365,7173,1.0
2119,7173,1.0
7490,7174,1.0
7900,7174,1.0
7973,7174,1.0
7101,7174,1.0
6987,7174,1.0
4477,7175,1.0
2850,7175,1.0
4653,7175,1.0
4527,7175,1.0
1997,7175,1.0
4549,7176,1.0
2304,7176,1.0
7934,7176,1.0
4224,7176,1.0
6106,7176,1.0
7246,7177,1.0
5974,7177,1.0
5507,7177,1.0
6257,7177,1.0
7473,7177,1.0
3579,7178,1.0
1083,7178,1.0
1586,7178,1.0
5342,7178,1.0
3029,7178,1.0
1564,7179,1.0
8794,7179,1.0
6889,7179,1.0
2368,7179,1.0
8767,7179,1.0
494,7180,1.0
5997,7180,1.0
7337,7180,1.0
4512,7180,1.0
6368,7180,1.0
3269,7181,1.0
8427,7181,1.0
403,7181,1.0
1411,7181,1.0
507,7181,1.0
6822,7182,1.0
2777,7182,1.0
1222,7182,1.0
1248,7182,1.0
4560,7182,1.0
3538,7183,1.0
111,7183,1.0
2458,7183,1.0
187,7183,1.0
7347,7183,1.0
4099,7184,1.0
8004,7184,1.0
6772,7184,1.0
2614,7184,1.0
6452,7184,1.0
6775,7185,1.0
548,7185,1.0
6202,7185,1.0
8106,7185,1.0
7527,7185,1.0
5424,7186,1.0
1785,7186,1.0
43,7186,1.0
2641,7186,1.0
3485,7186,1.0
6703,7187,1.0
7139,7187,1.0
6304,7187,1.0
7221,7187,1.0
6081,7187,1.0
3384,7188,1.0
5908,7188,1.0
6869,7188,1.0
6999,7188,1.0
47,7188,1.0
4518,7189,1.0
8975,7189,1.0
4198,7189,1.0
6681,7189,1.0
1794,7189,1.0
4213,7190,1.0
4183,7190,1.0
1453,7190,1.0
5746,7190,1.0
7801,7190,1.0
388,7191,1.0
7811,7191,1.0
7506,7191,1.0
4047,7191,1.0
3080,7191,1.0
1614,7192,1.0
7489,7192,1.0
1489,7192,1.0
5538,7192,1.0
7169,7192,1.0
8208,7193,1.0
1214,7193,1.0
3515,7193,1.0
2540,7193,1.0
4172,7193,1.0
1545,7194,1.0
8458,7194,1.0
9028,7194,1.0
4591,7194,1.0
641,7194,1.0
667,7195,1.0
4001,7195,1.0
3971,7195,1.0
4182,7195,1.0
4457,7195,1.0
6449,7196,1.0
6374,7196,1.0
6208,7196,1.0
8389,7196,1.0
4369,7196,1.0
757,7197,1.0
3508,7197,1.0
4342,7197,1.0
8897,7197,1.0
8269,7197,1.0
7560,7198,1.0
7196,7198,1.0
6374,7198,1.0
4369,7198,1.0
6449,7198,1.0
8296,7199,1.0
3888,7199,1.0
228,7199,1.0
1957,7199,1.0
6817,7199,1.0
7123,7200,1.0
4293,7200,1.0
3382,7200,1.0
6575,7200,1.0
4363,7200,1.0
3251,7201,1.0
3592,7201,1.0
456,7201,1.0
7839,7201,1.0
8025,7201,1.0
8334,7202,1.0
7161,7202,1.0
1662,7202,1.0
6448,7202,1.0
3848,7202,1.0
8341,7203,1.0
748,7203,1.0
7772,7203,1.0
3224,7203,1.0
6448,7203,1.0
3084,7204,1.0
2393,7204,1.0
2130,7204,1.0
963,7204,1.0
8218,7204,1.0
6373,7205,1.0
492,7205,1.0
6325,7205,1.0
203,7205,1.0
4779,7205,1.0
2609,7206,1.0
1228,7206,1.0
1461,7206,1.0
2970,7206,1.0
5168,7206,1.0
817,7207,1.0
2131,7207,1.0
2717,7207,1.0
3695,7207,1.0
4310,7207,1.0
2704,7208,1.0
3215,7208,1.0
1350,7208,1.0
5703,7208,1.0
3454,7208,1.0
1742,7209,1.0
6554,7209,1.0
5402,7209,1.0
44,7209,1.0
358,7209,1.0
1635,7210,1.0
3074,7210,1.0
2002,7210,1.0
987,7210,1.0
3209,7210,1.0
700,7211,1.0
1550,7211,1.0
7418,7211,1.0
4738,7211,1.0
8077,7211,1.0
8283,7212,1.0
3867,7212,1.0
4236,7212,1.0
6528,7212,1.0
6337,7212,1.0
6002,7213,1.0
6342,7213,1.0
8378,7213,1.0
7067,7213,1.0
7993,7213,1.0
8018,7214,1.0
1419,7214,1.0
8760,7214,1.0
8170,7214,1.0
7407,7214,1.0
391,7215,1.0
1799,7215,1.0
7213,7215,1.0
8057,7215,1.0
2302,7215,1.0
3533,7216,1.0
6723,7216,1.0
52,7216,1.0
8271,7216,1.0
6372,7216,1.0
7715,7217,1.0
2170,7217,1.0
2817,7217,1.0
734,7217,1.0
4010,7217,1.0
6534,7218,1.0
810,7218,1.0
8439,7218,1.0
3519,7218,1.0
8440,7218,1.0
5811,7219,1.0
6933,7219,1.0
4082,7219,1.0
7533,7219,1.0
7637,7219,1.0
6483,7220,1.0
4360,7220,1.0
3732,7220,1.0
7535,7220,1.0
4398,7220,1.0
8046,7221,1.0
7444,7221,1.0
8546,7221,1.0
5377,7221,1.0
8457,7221,1.0
3541,7222,1.0
8699,7222,1.0
4536,7222,1.0
8974,7222,1.0
1755,7222,1.0
8518,7223,1.0
8852,7223,1.0
9016,7223,1.0
7312,7223,1.0
1167,7223,1.0
875,7224,1.0
7970,7224,1.0
2407,7224,1.0
6090,7224,1.0
5209,7224,1.0
1318,7225,1.0
2877,7225,1.0
8387,7225,1.0
5779,7225,1.0
5156,7225,1.0
1287,7226,1.0
7966,7226,1.0
8593,7226,1.0
1832,7226,1.0
472,7226,1.0
8684,7227,1.0
8588,7227,1.0
1644,7227,1.0
5975,7227,1.0
6770,7227,1.0
1853,7228,1.0
6108,7228,1.0
2958,7228,1.0
3077,7228,1.0
8138,7228,1.0
1385,7229,1.0
7452,7229,1.0
5916,7229,1.0
3861,7229,1.0
526,7229,1.0
1600,7230,1.0
820,7230,1.0
3785,7230,1.0
1422,7230,1.0
4070,7230,1.0
8556,7231,1.0
8768,7231,1.0
7020,7231,1.0
6383,7231,1.0
6160,7231,1.0
8261,7232,1.0
7957,7232,1.0
8061,7232,1.0
6045,7232,1.0
5781,7232,1.0
2906,7233,1.0
5476,7233,1.0
2942,7233,1.0
4445,7233,1.0
1457,7233,1.0
6671,7234,1.0
8338,7234,1.0
4049,7234,1.0
4295,7234,1.0
3813,7234,1.0
5522,7235,1.0
7751,7235,1.0
3733,7235,1.0
6005,7235,1.0
6637,7235,1.0
8793,7236,1.0
4811,7236,1.0
767,7236,1.0
4344,7236,1.0
1538,7236,1.0
3863,7237,1.0
1533,7237,1.0
2600,7237,1.0
8147,7237,1.0
4303,7237,1.0
6701,7238,1.0
5981,7238,1.0
7943,7238,1.0
1912,7238,1.0
3314,7238,1.0
3080,7239,1.0
1639,7239,1.0
7606,7239,1.0
3037,7239,1.0
7940,7239,1.0
973,7240,1.0
1688,7240,1.0
764,7240,1.0
1185,7240,1.0
8373,7240,1.0
3684,7241,1.0
6087,7241,1.0
4644,7241,1.0
1441,7241,1.0
5626,7241,1.0
828,7242,1.0
3662,7242,1.0
8503,7242,1.0
5287,7242,1.0
6789,7242,1.0
4658,7243,1.0
1106,7243,1.0
2273,7243,1.0
2401,7243,1.0
2640,7243,1.0
2528,7244,1.0
1557,7244,1.0
5921,7244,1.0
5922,7244,1.0
8679,7244,1.0
6713,7245,1.0
6295,7245,1.0
3800,7245,1.0
8440,7245,1.0
6587,7245,1.0
7473,7246,1.0
8185,7246,1.0
7177,7246,1.0
6322,7246,1.0
2987,7246,1.0
1478,7247,1.0
7083,7247,1.0
7078,7247,1.0
7079,7247,1.0
7910,7247,1.0
3537,7248,1.0
6279,7248,1.0
3059,7248,1.0
8359,7248,1.0
8465,7248,1.0
2989,7249,1.0
6885,7249,1.0
7078,7249,1.0
6481,7249,1.0
7079,7249,1.0
6534,7250,1.0
8439,7250,1.0
810,7250,1.0
7218,7250,1.0
2189,7250,1.0
940,7251,1.0
4108,7251,1.0
2383,7251,1.0
4914,7251,1.0
7791,7251,1.0
5400,7252,1.0
5647,7252,1.0
7974,7252,1.0
4686,7252,1.0
3177,7252,1.0
7443,7253,1.0
8246,7253,1.0
1723,7253,1.0
6756,7253,1.0
3187,7253,1.0
1821,7254,1.0
6745,7254,1.0
1199,7254,1.0
3682,7254,1.0
274,7254,1.0
6229,7255,1.0
2300,7255,1.0
4681,7255,1.0
7705,7255,1.0
2978,7255,1.0
3091,7256,1.0
2552,7256,1.0
249,7256,1.0
5258,7256,1.0
6625,7256,1.0
246,7257,1.0
738,7257,1.0
9069,7257,1.0
9005,7257,1.0
2919,7257,1.0
3330,7258,1.0
7337,7258,1.0
2373,7258,1.0
5336,7258,1.0
5337,7258,1.0
644,7259,1.0
3845,7259,1.0
7439,7259,1.0
6349,7259,1.0
3787,7259,1.0
8743,7260,1.0
7979,7260,1.0
6006,7260,1.0
6956,7260,1.0
7845,7260,1.0
5761,7261,1.0
6705,7261,1.0
7856,7261,1.0
2084,7261,1.0
7001,7261,1.0
3383,7262,1.0
3947,7262,1.0
4170,7262,1.0
1759,7262,1.0
8590,7262,1.0
6103,7263,1.0
2574,7263,1.0
6952,7263,1.0
6529,7263,1.0
3070,7263,1.0
7994,7264,1.0
8092,7264,1.0
7666,7264,1.0
7402,7264,1.0
8690,7264,1.0
1021,7265,1.0
1808,7265,1.0
254,7265,1.0
8954,7265,1.0
5613,7265,1.0
6184,7266,1.0
8488,7266,1.0
7745,7266,1.0
6621,7266,1.0
7019,7266,1.0
7527,7267,1.0
7185,7267,1.0
6775,7267,1.0
6537,7267,1.0
6202,7267,1.0
961,7268,1.0
6551,7268,1.0
6948,7268,1.0
3829,7268,1.0
2264,7268,1.0
6137,7269,1.0
7686,7269,1.0
2178,7269,1.0
2971,7269,1.0
6568,7269,1.0
3128,7270,1.0
7689,7270,1.0
8773,7270,1.0
6736,7270,1.0
2013,7270,1.0
2241,7271,1.0
7650,7271,1.0
5418,7271,1.0
6229,7271,1.0
7266,7271,1.0
4541,7272,1.0
1018,7272,1.0
1392,7272,1.0
6459,7272,1.0
1705,7272,1.0
885,7273,1.0
2181,7273,1.0
8680,7273,1.0
2585,7273,1.0
3796,7273,1.0
8666,7274,1.0
433,7274,1.0
5742,7274,1.0
651,7274,1.0
2406,7274,1.0
1132,7275,1.0
5225,7275,1.0
5945,7275,1.0
3545,7275,1.0
2118,7275,1.0
3993,7276,1.0
1404,7276,1.0
1828,7276,1.0
4068,7276,1.0
975,7276,1.0
7696,7277,1.0
8033,7277,1.0
1973,7277,1.0
8402,7277,1.0
7803,7277,1.0
5532,7278,1.0
7435,7278,1.0
5520,7278,1.0
6876,7278,1.0
7139,7278,1.0
6647,7279,1.0
7673,7279,1.0
2555,7279,1.0
1797,7279,1.0
7669,7279,1.0
2147,7280,1.0
5265,7280,1.0
6006,7280,1.0
3901,7280,1.0
7260,7280,1.0
7282,7281,1.0
4423,7281,1.0
4451,7281,1.0
4428,7281,1.0
4452,7281,1.0
7281,7282,1.0
4451,7282,1.0
4428,7282,1.0
4486,7282,1.0
4423,7282,1.0
9027,7283,1.0
626,7283,1.0
2019,7283,1.0
1242,7283,1.0
5315,7283,1.0
6325,7284,1.0
7953,7284,1.0
4242,7284,1.0
8535,7284,1.0
6546,7284,1.0
6730,7285,1.0
364,7285,1.0
590,7285,1.0
8089,7285,1.0
2833,7285,1.0
6381,7286,1.0
7763,7286,1.0
7480,7286,1.0
6124,7286,1.0
6910,7286,1.0
1617,7287,1.0
1152,7287,1.0
2844,7287,1.0
2131,7287,1.0
2980,7287,1.0
4831,7288,1.0
4912,7288,1.0
4840,7288,1.0
2744,7288,1.0
5056,7288,1.0
1457,7289,1.0
8658,7289,1.0
5507,7289,1.0
3688,7289,1.0
8039,7289,1.0
4070,7290,1.0
7230,7290,1.0
3785,7290,1.0
1422,7290,1.0
2014,7290,1.0
2669,7291,1.0
1474,7291,1.0
8395,7291,1.0
7132,7291,1.0
2809,7291,1.0
5912,7292,1.0
6763,7292,1.0
4180,7292,1.0
3658,7292,1.0
379,7292,1.0
7634,7293,1.0
3040,7293,1.0
1657,7293,1.0
6492,7293,1.0
3727,7293,1.0
4064,7294,1.0
4063,7294,1.0
5778,7294,1.0
2189,7294,1.0
6433,7294,1.0
7845,7295,1.0
7711,7295,1.0
7846,7295,1.0
5931,7295,1.0
7979,7295,1.0
4774,7296,1.0
4760,7296,1.0
5585,7296,1.0
6334,7296,1.0
4984,7296,1.0
3780,7297,1.0
7298,7297,1.0
7302,7297,1.0
3005,7297,1.0
2417,7297,1.0
7302,7298,1.0
7297,7298,1.0
7122,7298,1.0
3780,7298,1.0
5994,7298,1.0
514,7299,1.0
945,7299,1.0
3323,7299,1.0
5938,7299,1.0
2423,7299,1.0
439,7300,1.0
4224,7300,1.0
1537,7300,1.0
6711,7300,1.0
3789,7300,1.0
7668,7301,1.0
7927,7301,1.0
7120,7301,1.0
462,7301,1.0
6641,7301,1.0
7298,7302,1.0
5994,7302,1.0
7122,7302,1.0
7780,7302,1.0
5989,7302,1.0
8769,7303,1.0
8492,7303,1.0
1567,7303,1.0
6072,7303,1.0
2736,7303,1.0
3443,7304,1.0
4349,7304,1.0
5789,7304,1.0
2920,7304,1.0
4037,7304,1.0
3070,7305,1.0
6970,7305,1.0
7625,7305,1.0
6344,7305,1.0
2810,7305,1.0
3972,7306,1.0
7777,7306,1.0
4679,7306,1.0
3109,7306,1.0
3923,7306,1.0
7299,7307,1.0
945,7307,1.0
5230,7307,1.0
8505,7307,1.0
6738,7307,1.0
5701,7308,1.0
3851,7308,1.0
7871,7308,1.0
4328,7308,1.0
7851,7308,1.0
7007,7309,1.0
7769,7309,1.0
3800,7309,1.0
6424,7309,1.0
6587,7309,1.0
5857,7310,1.0
1613,7310,1.0
2142,7310,1.0
310,7310,1.0
2293,7310,1.0
6379,7311,1.0
2588,7311,1.0
6031,7311,1.0
3566,7311,1.0
3376,7311,1.0
1647,7312,1.0
7698,7312,1.0
8832,7312,1.0
8852,7312,1.0
7313,7312,1.0
1122,7313,1.0
7312,7313,1.0
9016,7313,1.0
8853,7313,1.0
6460,7313,1.0
2306,7314,1.0
833,7314,1.0
152,7314,1.0
1032,7314,1.0
2506,7314,1.0
2592,7315,1.0
2255,7315,1.0
2019,7315,1.0
6136,7315,1.0
475,7315,1.0
6941,7316,1.0
7952,7316,1.0
6809,7316,1.0
2269,7316,1.0
8813,7316,1.0
8775,7317,1.0
994,7317,1.0
2131,7317,1.0
5244,7317,1.0
3702,7317,1.0
5510,7318,1.0
3023,7318,1.0
8106,7318,1.0
7589,7318,1.0
8500,7318,1.0
5876,7319,1.0
8601,7319,1.0
6878,7319,1.0
7831,7319,1.0
3053,7319,1.0
6955,7320,1.0
8009,7320,1.0
1680,7320,1.0
5115,7320,1.0
6658,7320,1.0
3859,7321,1.0
6146,7321,1.0
6679,7321,1.0
4664,7321,1.0
4663,7321,1.0
1621,7322,1.0
6780,7322,1.0
2740,7322,1.0
1695,7322,1.0
6997,7322,1.0
4170,7323,1.0
7431,7323,1.0
8290,7323,1.0
8590,7323,1.0
3947,7323,1.0
3329,7324,1.0
4302,7324,1.0
794,7324,1.0
7025,7324,1.0
6329,7324,1.0
54,7325,1.0
3163,7325,1.0
3930,7325,1.0
4358,7325,1.0
4132,7325,1.0
3223,7326,1.0
8745,7326,1.0
735,7326,1.0
1299,7326,1.0
1026,7326,1.0
7668,7327,1.0
117,7327,1.0
7301,7327,1.0
6641,7327,1.0
6813,7327,1.0
2211,7328,1.0
2187,7328,1.0
450,7328,1.0
204,7328,1.0
72,7328,1.0
4215,7329,1.0
6111,7329,1.0
5640,7329,1.0
3936,7329,1.0
842,7329,1.0
4200,7330,1.0
8402,7330,1.0
8953,7330,1.0
3612,7330,1.0
1115,7330,1.0
8267,7331,1.0
1358,7331,1.0
7877,7331,1.0
7375,7331,1.0
6197,7331,1.0
7194,7332,1.0
8260,7332,1.0
6859,7332,1.0
6399,7332,1.0
4629,7332,1.0
4892,7333,1.0
4465,7333,1.0
4476,7333,1.0
8071,7333,1.0
2906,7333,1.0
6906,7334,1.0
7687,7334,1.0
2473,7334,1.0
7940,7334,1.0
6267,7334,1.0
9070,7335,1.0
5479,7335,1.0
3595,7335,1.0
725,7335,1.0
2534,7335,1.0
1458,7336,1.0
2869,7336,1.0
3954,7336,1.0
6536,7336,1.0
2252,7336,1.0
531,7337,1.0
2373,7337,1.0
2252,7337,1.0
7258,7337,1.0
2074,7337,1.0
7470,7338,1.0
797,7338,1.0
6977,7338,1.0
5580,7338,1.0
8447,7338,1.0
1336,7339,1.0
6232,7339,1.0
3822,7339,1.0
3139,7339,1.0
8885,7339,1.0
7701,7340,1.0
1167,7340,1.0
7656,7340,1.0
6370,7340,1.0
806,7340,1.0
4280,7341,1.0
6136,7341,1.0
8815,7341,1.0
3286,7341,1.0
4283,7341,1.0
3382,7342,1.0
2045,7342,1.0
4293,7342,1.0
4363,7342,1.0
7123,7342,1.0
6843,7343,1.0
7704,7343,1.0
8241,7343,1.0
8055,7343,1.0
8952,7343,1.0
4378,7344,1.0
4521,7344,1.0
3985,7344,1.0
7500,7344,1.0
6673,7344,1.0
5954,7345,1.0
8642,7345,1.0
5587,7345,1.0
7414,7345,1.0
836,7345,1.0
4782,7346,1.0
3107,7346,1.0
7008,7346,1.0
6535,7346,1.0
3615,7346,1.0
7183,7347,1.0
2458,7347,1.0
187,7347,1.0
111,7347,1.0
3538,7347,1.0
4150,7348,1.0
3268,7348,1.0
5300,7348,1.0
6145,7348,1.0
918,7348,1.0
8910,7349,1.0
5993,7349,1.0
4359,7349,1.0
4212,7349,1.0
3368,7349,1.0
3351,7350,1.0
8836,7350,1.0
8377,7350,1.0
7983,7350,1.0
4427,7350,1.0
1967,7351,1.0
7067,7351,1.0
3904,7351,1.0
7115,7351,1.0
2754,7351,1.0
7697,7352,1.0
2848,7352,1.0
5361,7352,1.0
6899,7352,1.0
4108,7352,1.0
1208,7353,1.0
1209,7353,1.0
6951,7353,1.0
8533,7353,1.0
4177,7353,1.0
6865,7354,1.0
5650,7354,1.0
425,7354,1.0
4056,7354,1.0
7971,7354,1.0
1576,7355,1.0
2022,7355,1.0
2472,7355,1.0
198,7355,1.0
5616,7355,1.0
6384,7356,1.0
7200,7356,1.0
5991,7356,1.0
7823,7356,1.0
6575,7356,1.0
3755,7357,1.0
7783,7357,1.0
1612,7357,1.0
4491,7357,1.0
2483,7357,1.0
7570,7358,1.0
8078,7358,1.0
8391,7358,1.0
3999,7358,1.0
8899,7358,1.0
7965,7359,1.0
5645,7359,1.0
7955,7359,1.0
6519,7359,1.0
8757,7359,1.0
6326,7360,1.0
8757,7360,1.0
86,7360,1.0
8866,7360,1.0
6800,7360,1.0
8511,7361,1.0
4009,7361,1.0
6721,7361,1.0
8671,7361,1.0
6309,7361,1.0
3915,7362,1.0
8535,7362,1.0
4345,7362,1.0
2034,7362,1.0
4532,7362,1.0
3780,7363,1.0
4072,7363,1.0
2556,7363,1.0
6642,7363,1.0
6489,7363,1.0
1211,7364,1.0
5616,7364,1.0
6868,7364,1.0
4264,7364,1.0
3234,7364,1.0
2380,7365,1.0
6029,7365,1.0
7851,7365,1.0
590,7365,1.0
6214,7365,1.0
5528,7366,1.0
4714,7366,1.0
6537,7366,1.0
4838,7366,1.0
7267,7366,1.0
6177,7367,1.0
5589,7367,1.0
5629,7367,1.0
4747,7367,1.0
2707,7367,1.0
5623,7368,1.0
6350,7368,1.0
5416,7368,1.0
2380,7368,1.0
7521,7368,1.0
6185,7369,1.0
8137,7369,1.0
8073,7369,1.0
2526,7369,1.0
5598,7369,1.0
8307,7370,1.0
4040,7370,1.0
7742,7370,1.0
5594,7370,1.0
6738,7370,1.0
513,7371,1.0
803,7371,1.0
6772,7371,1.0
7358,7371,1.0
8063,7371,1.0
5217,7372,1.0
7156,7372,1.0
8233,7372,1.0
8234,7372,1.0
4466,7372,1.0
4466,7373,1.0
7156,7373,1.0
7236,7373,1.0
4811,7373,1.0
2115,7373,1.0
2311,7374,1.0
680,7374,1.0
1697,7374,1.0
7818,7374,1.0
6352,7374,1.0
1358,7375,1.0
643,7375,1.0
6197,7375,1.0
5812,7375,1.0
3670,7375,1.0
926,7376,1.0
8553,7376,1.0
3531,7376,1.0
3973,7376,1.0
927,7376,1.0
1612,7377,1.0
3755,7377,1.0
7783,7377,1.0
7357,7377,1.0
6853,7377,1.0
7379,7378,1.0
3741,7378,1.0
8046,7378,1.0
7694,7378,1.0
8356,7378,1.0
7378,7379,1.0
3741,7379,1.0
8046,7379,1.0
8587,7379,1.0
8271,7379,1.0
2521,7380,1.0
3958,7380,1.0
8763,7380,1.0
8868,7380,1.0
6134,7380,1.0
5146,7381,1.0
5237,7381,1.0
3496,7381,1.0
1890,7381,1.0
7140,7381,1.0
3141,7382,1.0
3771,7382,1.0
7930,7382,1.0
3756,7382,1.0
8763,7382,1.0
8644,7383,1.0
7549,7383,1.0
8256,7383,1.0
6938,7383,1.0
4301,7383,1.0
5512,7384,1.0
9072,7384,1.0
4504,7384,1.0
5214,7384,1.0
6553,7384,1.0
3315,7385,1.0
1747,7385,1.0
7423,7385,1.0
6523,7385,1.0
7386,7385,1.0
6523,7386,1.0
7385,7386,1.0
1747,7386,1.0
7467,7386,1.0
3773,7386,1.0
932,7387,1.0
861,7387,1.0
6067,7387,1.0
8984,7387,1.0
7152,7387,1.0
5126,7388,1.0
8213,7388,1.0
54,7388,1.0
4432,7388,1.0
3092,7388,1.0
4018,7389,1.0
893,7389,1.0
7751,7389,1.0
3733,7389,1.0
1459,7389,1.0
4894,7390,1.0
4004,7390,1.0
4302,7390,1.0
7517,7390,1.0
4291,7390,1.0
6296,7391,1.0
6885,7391,1.0
7552,7391,1.0
2989,7391,1.0
5835,7391,1.0
8696,7392,1.0
2962,7392,1.0
7710,7392,1.0
654,7392,1.0
7932,7392,1.0
4427,7393,1.0
7350,7393,1.0
7983,7393,1.0
4067,7393,1.0
4426,7393,1.0
6231,7394,1.0
2,7394,1.0
5410,7394,1.0
304,7394,1.0
494,7394,1.0
953,7395,1.0
8393,7395,1.0
1396,7395,1.0
8821,7395,1.0
8280,7395,1.0
187,7396,1.0
3942,7396,1.0
5210,7396,1.0
2041,7396,1.0
3763,7396,1.0
6861,7397,1.0
7083,7397,1.0
5441,7397,1.0
8100,7397,1.0
7448,7397,1.0
7733,7398,1.0
6668,7398,1.0
3685,7398,1.0
4506,7398,1.0
4505,7398,1.0
4113,7399,1.0
6707,7399,1.0
5798,7399,1.0
6855,7399,1.0
7140,7399,1.0
5616,7400,1.0
8462,7400,1.0
1795,7400,1.0
4499,7400,1.0
3234,7400,1.0
1781,7401,1.0
2279,7401,1.0
760,7401,1.0
22,7401,1.0
3471,7401,1.0
8335,7402,1.0
7666,7402,1.0
1502,7402,1.0
977,7402,1.0
2343,7402,1.0
1642,7403,1.0
1478,7403,1.0
1650,7403,1.0
3568,7403,1.0
1609,7403,1.0
7525,7404,1.0
2474,7404,1.0
4448,7404,1.0
8453,7404,1.0
6626,7404,1.0
660,7405,1.0
6668,7405,1.0
1465,7405,1.0
4591,7405,1.0
5683,7405,1.0
1225,7406,1.0
802,7406,1.0
4199,7406,1.0
6683,7406,1.0
3999,7406,1.0
8018,7407,1.0
8170,7407,1.0
7136,7407,1.0
2359,7407,1.0
1373,7407,1.0
8008,7408,1.0
6940,7408,1.0
2284,7408,1.0
7613,7408,1.0
3001,7408,1.0
1074,7409,1.0
8023,7409,1.0
331,7409,1.0
7619,7409,1.0
8130,7409,1.0
6561,7410,1.0
3907,7410,1.0
6375,7410,1.0
2300,7410,1.0
8274,7410,1.0
5408,7411,1.0
8773,7411,1.0
6515,7411,1.0
1405,7411,1.0
608,7411,1.0
6786,7412,1.0
2154,7412,1.0
2677,7412,1.0
4237,7412,1.0
146,7412,1.0
6909,7413,1.0
5538,7413,1.0
1451,7413,1.0
5409,7413,1.0
1827,7413,1.0
4670,7414,1.0
1372,7414,1.0
3752,7414,1.0
8642,7414,1.0
5587,7414,1.0
2784,7415,1.0
8130,7415,1.0
8023,7415,1.0
951,7415,1.0
3279,7415,1.0
1923,7416,1.0
6022,7416,1.0
4659,7416,1.0
8071,7416,1.0
5477,7416,1.0
6827,7417,1.0
9013,7417,1.0
104,7417,1.0
446,7417,1.0
46,7417,1.0
6577,7418,1.0
5552,7418,1.0
5913,7418,1.0
8077,7418,1.0
672,7418,1.0
8820,7419,1.0
7495,7419,1.0
440,7419,1.0
5518,7419,1.0
8456,7419,1.0
2247,7420,1.0
4172,7420,1.0
6803,7420,1.0
4204,7420,1.0
4205,7420,1.0
3918,7421,1.0
7342,7421,1.0
4173,7421,1.0
2045,7421,1.0
5394,7421,1.0
5581,7422,1.0
7726,7422,1.0
6174,7422,1.0
8165,7422,1.0
5988,7422,1.0
1747,7423,1.0
7385,7423,1.0
6523,7423,1.0
3315,7423,1.0
7467,7423,1.0
8562,7424,1.0
6329,7424,1.0
7628,7424,1.0
7550,7424,1.0
7025,7424,1.0
7605,7425,1.0
4075,7425,1.0
8134,7425,1.0
2971,7425,1.0
6930,7425,1.0
8702,7426,1.0
6767,7426,1.0
2996,7426,1.0
7607,7426,1.0
6602,7426,1.0
3357,7427,1.0
6680,7427,1.0
751,7427,1.0
229,7427,1.0
752,7427,1.0
835,7428,1.0
8966,7428,1.0
6753,7428,1.0
1000,7428,1.0
7523,7428,1.0
3367,7429,1.0
1895,7429,1.0
3487,7429,1.0
6978,7429,1.0
4144,7429,1.0
7433,7430,1.0
7130,7430,1.0
4137,7430,1.0
8890,7430,1.0
3224,7430,1.0
4170,7431,1.0
7323,7431,1.0
8590,7431,1.0
8290,7431,1.0
3947,7431,1.0
5394,7432,1.0
6323,7432,1.0
6575,7432,1.0
3491,7432,1.0
6070,7432,1.0
7130,7433,1.0
4055,7433,1.0
8055,7433,1.0
3242,7433,1.0
8263,7433,1.0
8422,7434,1.0
5561,7434,1.0
8848,7434,1.0
4661,7434,1.0
5645,7434,1.0
4255,7435,1.0
1920,7435,1.0
1036,7435,1.0
905,7435,1.0
902,7435,1.0
7512,7436,1.0
7511,7436,1.0
2179,7436,1.0
5964,7436,1.0
8734,7436,1.0
6765,7437,1.0
3482,7437,1.0
8637,7437,1.0
6734,7437,1.0
8864,7437,1.0
8566,7438,1.0
5523,7438,1.0
3992,7438,1.0
4891,7438,1.0
8884,7438,1.0
644,7439,1.0
7259,7439,1.0
3787,7439,1.0
3198,7439,1.0
606,7439,1.0
7442,7440,1.0
4245,7440,1.0
